file,course,source,start,end,text
230.json,"Discrete Mathematics by Prof. Benny George K, Prof. Sajith Gopalan (Lec 27-43)",NPTEL,5:08,5:57,so let us write down the steps consider the first elements of the sequence so divide the elements by and note the remainder if any of the remainders were then we have done we have a proof that look one of the we have an element which is divisible by so we may assume that all the remainders
230.json,"Discrete Mathematics by Prof. Benny George K, Prof. Sajith Gopalan (Lec 27-43)",NPTEL,5:57,6:40,we get are numbers between and so remainders are between both numbers inclusive  so these are numbers the remainders and we have numbers in total so if you denote the remainder by r r so on these are remainders and each of them is one of these numbers between and so one of these remainders must repeat so
230.json,"Discrete Mathematics by Prof. Benny George K, Prof. Sajith Gopalan (Lec 27-43)",NPTEL,6:40,7:17,let us say a i leaves remainder r i and a j where j is greater than i leaves remainder r j so we have this case that r i is equal to r j so what we have is a i is equal to some number k into plus r i and a j also has a similar equation this is equal
230.json,"Discrete Mathematics by Prof. Benny George K, Prof. Sajith Gopalan (Lec 27-43)",NPTEL,7:17,7:52,to k into plus r j we have r i and r j as the same and therefore if you do a j minus a i what we will get is k minus k into ok now this therefore must divide a i minus a j we are almost done what we wanted to show is there is an element in the sequence which
230.json,"Discrete Mathematics by Prof. Benny George K, Prof. Sajith Gopalan (Lec 27-43)",NPTEL,7:52,8:27,is divisible by and not the difference of two elements but this is good enough for us because what is a i minus a j so if you look at a j a j is equal to j times and a i is equal to i times if you subtract them what you get is a j minus a i that is going to be and the
230.json,"Discrete Mathematics by Prof. Benny George K, Prof. Sajith Gopalan (Lec 27-43)",NPTEL,8:27,9:01,last items are going to be so this is equal to a j minus i which will consist of j minus i s into to the power i because there are i s this equation is true so we can write k minus k into is equal to a j minus i into power i so now if
230.json,"Discrete Mathematics by Prof. Benny George K, Prof. Sajith Gopalan (Lec 27-43)",NPTEL,9:01,9:26,you look at does not have any common factor with power i because the only factors of power i are and the only prime factors of power i are going to be and and they do not appear in so must divide a j minus i and a j minus i is one of the elements in the sequence
230.json,"Discrete Mathematics by Prof. Benny George K, Prof. Sajith Gopalan (Lec 27-43)",NPTEL,9:26,9:55,ok so we can say therefore a j minus i is the required element so that was one application of pigeonhole principle so the balls are the pigeons where the remainder that is left by each element of the sequence when divided by and the pigeonholes are the bins where
230.json,"Discrete Mathematics by Prof. Benny George K, Prof. Sajith Gopalan (Lec 27-43)",NPTEL,9:55,10:34,numbers from to we took remainders to fit in bins so now let us see another application of pigeonhole principle its a little more involved application so here we start with a with an irrational number so let us say e you can replace it with any other irrational number and we consider its multiples so e e e and so on so
230.json,"Discrete Mathematics by Prof. Benny George K, Prof. Sajith Gopalan (Lec 27-43)",NPTEL,10:34,10:53,this is the sequence that we are considering instead of the irrational number if you had started off with a rational number then we know that at some point of time we will get an integer when we start with an irrational number and if you consider this sequence e
230.json,"Discrete Mathematics by Prof. Benny George K, Prof. Sajith Gopalan (Lec 27-43)",NPTEL,10:53,11:19,to e and so on the multiples of e so we know that none of these elements in the sequence is going to be equal to an integer but what we will show is one of these elements is going to be arbitrarily close to an integer there will be some element which is you give a measure of closeness one of those elements
230.json,"Discrete Mathematics by Prof. Benny George K, Prof. Sajith Gopalan (Lec 27-43)",NPTEL,11:19,11:42,is going to be arbitrarily close to some integer so we will make the i mean we will make the statement little more concrete so let us say a degree of closeness we will call this to the power minus so we will what we want to so this is what is delta
230.json,"Discrete Mathematics by Prof. Benny George K, Prof. Sajith Gopalan (Lec 27-43)",NPTEL,11:42,12:34,we will claim the following for some n n times e is delta close to an integer so delta close means so if i write the square bracket alpha this will denote the nearest integer to alpha and if it is exactly midway then we will choose either one of them in
230.json,"Discrete Mathematics by Prof. Benny George K, Prof. Sajith Gopalan (Lec 27-43)",NPTEL,12:34,13:06,that case let us say we will choose a larger one so this is the definition of the nearest integer so what we want to say is ne so ne minus ne the number minus its nearest integer its absolute value is going to be less than or equal to delta this is the claim i mean this is the definition of delta close and
230.json,"Discrete Mathematics by Prof. Benny George K, Prof. Sajith Gopalan (Lec 27-43)",NPTEL,13:06,13:36,what we are claiming is for some n ne is delta close to an integer so how do we prove this what should be the balls and what should be the bins so let us look at each of these elements e to e and so on here we have delta is equal
230.json,"Discrete Mathematics by Prof. Benny George K, Prof. Sajith Gopalan (Lec 27-43)",NPTEL,13:36,14:02,to raised to minus so by delta is what we will choose as the number of bins so we have not yet told what is the bin but the number of bins will be we are going to set up balls and bins analogy wherein the number of bins will be by delta or
230.json,"Discrete Mathematics by Prof. Benny George K, Prof. Sajith Gopalan (Lec 27-43)",NPTEL,14:02,14:42,raised to and we are going to look at raised to plus numbers of this sequence and each of those numbers is going to be put in one of the bins and since there are raised to bins one bin is going to be containing numbers now let us decide how we are going to put these numbers in the bins so look at any
230.json,"Discrete Mathematics by Prof. Benny George K, Prof. Sajith Gopalan (Lec 27-43)",NPTEL,14:42,15:11,number if you consider let us say m times e and if you look at the floor of that i mean this is going to be an integer and me minus floor of me is a number which belongs to it cannot be or so we could have said the open interval but this
230.json,"Discrete Mathematics by Prof. Benny George K, Prof. Sajith Gopalan (Lec 27-43)",NPTEL,15:11,15:40,is me minus floor m times e is going to be some number between and now let us just look at this interval to and split it into raised to equal parts ok so let us call this as f of m so for the mth element f of m denotes the
230.json,"Discrete Mathematics by Prof. Benny George K, Prof. Sajith Gopalan (Lec 27-43)",NPTEL,15:40,16:11,amount by which me exceeds the integer part of the number so f m if it now we have split this into raised to parts equal parts so each part is going to be of size raised to minus so these parts are going to be our bins and if f m falls in
230.json,"Discrete Mathematics by Prof. Benny George K, Prof. Sajith Gopalan (Lec 27-43)",NPTEL,16:11,16:43,one of these part then we will say that the number falls in that particular bin so if you had let us say e is approximately so look at the i mean there is some bin which contains and that will be where the first element will be there now if you take e that is going to be something like something or something so that
230.json,"Discrete Mathematics by Prof. Benny George K, Prof. Sajith Gopalan (Lec 27-43)",NPTEL,16:43,17:05,is going to be fall in a different bin and so on so each element we are going to put in one of these bins clearly since we took raised to plus numbers some bins is going to contain the same i mean some bins is going to contain numbers so
230.json,"Discrete Mathematics by Prof. Benny George K, Prof. Sajith Gopalan (Lec 27-43)",NPTEL,17:05,17:48,let us say n e and n e fall in the same bin therefore n e is equal to some integer plus let us say delta and n e is equal to k plus delta and delta and delta are numbers which fall in the same bin so if you look at n minus so let us say n is greater than n so n minus n e is
230.json,"Discrete Mathematics by Prof. Benny George K, Prof. Sajith Gopalan (Lec 27-43)",NPTEL,17:48,18:13,going to be k minus k that is going to be an integer let us say k plus delta minus delta now delta minus delta both these numbers by virtue of being in the same bin of size at most to the power minus their difference can be at most to
230.json,"Discrete Mathematics by Prof. Benny George K, Prof. Sajith Gopalan (Lec 27-43)",NPTEL,18:13,18:39,the power minus so that means n minus n times e if you call this as let us say re where r is some integer re is going to be k plus this could be negative as well so plus or minus some number epsilon where epsilon is guaranteed to be less than to
230.json,"Discrete Mathematics by Prof. Benny George K, Prof. Sajith Gopalan (Lec 27-43)",NPTEL,18:39,19:02,the power minus so plus or minus is there so epsilon if you assume as positive and if delta is greater than delta then we can say it is k plus the other k will say it is k minus epsilon but whatever is the case re is another element of the sequence and re is going to be some
230.json,"Discrete Mathematics by Prof. Benny George K, Prof. Sajith Gopalan (Lec 27-43)",NPTEL,19:02,19:42,integer plus a very small number and by very small here we mean that it is going to be less than to the minus so we have seen cases of pigeonhole principle now we will look at little more slightly more general version of pigeonhole principle so here we will say that this is a generalized pigeonhole principle so if you have let
230.json,"Discrete Mathematics by Prof. Benny George K, Prof. Sajith Gopalan (Lec 27-43)",NPTEL,19:42,20:14,us say n balls and k bins then one bin will have i mean at least one bin will have greater than or equal to n by k balls the same reasoning as to why pigeonhole principle is true will be the reason why the generalized pigeonhole principle is true so if we distributed n
230.json,"Discrete Mathematics by Prof. Benny George K, Prof. Sajith Gopalan (Lec 27-43)",NPTEL,20:14,20:43,balls into k bins then there surely should be a bin which has at least n by k balls because if all bins contain less than n by k balls then the maximum is going to be less than n by k into k which is less than n so now let us see another example involving generalized pigeonhole principle so here
230.json,"Discrete Mathematics by Prof. Benny George K, Prof. Sajith Gopalan (Lec 27-43)",NPTEL,20:43,21:18,we will look at an example from geometry a one sided i mean we have a square whose sides are centimeter long and we are putting let us say points place points inside s so let us call this as a square s and we are placing points inside the square
230.json,"Discrete Mathematics by Prof. Benny George K, Prof. Sajith Gopalan (Lec 27-43)",NPTEL,21:18,21:46,if we have large number of points then there will be points which are close to each other ok that is a general statement here we want to say that when we have points inside s there will be points so claim no matter how you place the points there will exist
230.json,"Discrete Mathematics by Prof. Benny George K, Prof. Sajith Gopalan (Lec 27-43)",NPTEL,21:46,22:27,which are there will points which are within cm of each other now how do we prove such a statement ok there will surely be points which are within centimeters of each other now how do we try to see this as the generalized pigeonhole principle one way to think about it would be to take let us say circles so consider
230.json,"Discrete Mathematics by Prof. Benny George K, Prof. Sajith Gopalan (Lec 27-43)",NPTEL,22:27,23:15,circles of diameter and if you can somehow cover the entire sphere using circles whose diameter is less than then we know that there will be points in the same circle so what we want to try and do is we want to somehow place circles or circles so that they cover the entire region
230.json,"Discrete Mathematics by Prof. Benny George K, Prof. Sajith Gopalan (Lec 27-43)",NPTEL,23:15,23:42,now here if you want a circle maybe that is little tricky and there is going to be lot of overlap so it is not very straight forward to see how this can be done but there is a simpler way wherein you can split it into parts so you can look at this particular
230.json,"Discrete Mathematics by Prof. Benny George K, Prof. Sajith Gopalan (Lec 27-43)",NPTEL,23:42,24:17,square and let us say we split it into parts natural split so it is split into squares now if you look at these squares and no matter how you place points there is going to be one particular square which contains points and the maximum distance between any points in the smaller square is going to be so smaller square is of side
230.json,"Discrete Mathematics by Prof. Benny George K, Prof. Sajith Gopalan (Lec 27-43)",NPTEL,24:17,24:42,by so this into root will be the maximum distance and that is something divided by that is going to be less than this is surely less than so if we have split this in this particular manner so you can get points which are within centimeters of each other
230.json,"Discrete Mathematics by Prof. Benny George K, Prof. Sajith Gopalan (Lec 27-43)",NPTEL,24:42,25:34,we will end our discussion on pigeonhole principle by looking at one more example so here we are looking at a combinatorial problem where we have let us say boxes and we have balls or bins and balls and we are distributing these balls into these boxes following rules the first rule no box no bin is empty the second rule no bin contains
230.json,"Discrete Mathematics by Prof. Benny George K, Prof. Sajith Gopalan (Lec 27-43)",NPTEL,25:34,26:08,more than let us say balls now when you distribute it in this way there are many ways of distributing it in this way when you distribute none all of those distributions would have the property that there will be a set of bins containing so when i say a set of bins containing it take all the balls
230.json,"Discrete Mathematics by Prof. Benny George K, Prof. Sajith Gopalan (Lec 27-43)",NPTEL,26:08,26:41,in those bins together whatever they contain so the set of bins containing balls exactly balls so no matter how you distribute the balls into bins there will be a subset of bins such that together they will account for exactly balls now suppose you had let us say balls and we had done this
230.json,"Discrete Mathematics by Prof. Benny George K, Prof. Sajith Gopalan (Lec 27-43)",NPTEL,26:41,27:08,we could let us say give balls in each bin and that is never going to if you distribute in that particular fashion there is no way that you can get by combining few bins so natural question would be to wonder why such a claim is true when you have balls
230.json,"Discrete Mathematics by Prof. Benny George K, Prof. Sajith Gopalan (Lec 27-43)",NPTEL,27:08,27:29,and boxes so we will give a proof of this via pigeonhole principle again the techniques are very similar to the techniques that we had seen we are going to now when we want to say that some bin contains balls even if we can say that some bins together
230.json,"Discrete Mathematics by Prof. Benny George K, Prof. Sajith Gopalan (Lec 27-43)",NPTEL,27:29,27:58,contains a multiple of balls the only allowable multiples under these conditions are and but if we skip some boxes then you are going to get something less than  so if you just say that there is a collection of bins which i mean there is a subset strict subset which contains a multiple of balls in them then that would mean that
230.json,"Discrete Mathematics by Prof. Benny George K, Prof. Sajith Gopalan (Lec 27-43)",NPTEL,27:58,28:33,it is exactly when we want to look at that multiple of we could try and look at the remainders the remainder of what this is where the cleverness comes in so the proof so let us look at these boxes they will contain some number let us say a a a so i denotes the number of balls in bin i we have just arranged in some particular
230.json,"Discrete Mathematics by Prof. Benny George K, Prof. Sajith Gopalan (Lec 27-43)",NPTEL,28:33,28:56,way ok now we will insist one thing on this arrangement we will insist that a is not equal to a can this always be done i mean if there are two bins which contain different number of balls in them we could of course get those bins and do this entire thing
230.json,"Discrete Mathematics by Prof. Benny George K, Prof. Sajith Gopalan (Lec 27-43)",NPTEL,28:56,29:21,so the only case where we cannot get such an arrangement is when every bin contains exactly the same number of balls but that would be the case when every bin contains exactly balls but in that case our claim is trivially true because we can just take any bins and together they are going to be ok so we will assume that is not
230.json,"Discrete Mathematics by Prof. Benny George K, Prof. Sajith Gopalan (Lec 27-43)",NPTEL,29:21,29:52,the case and therefore we have bins a and a which has a distinct number of balls in bin that is going to be different for the number of balls in bin and those numbers we will call it as a and a now let us consider this sequence of numbers so the first is a the next
230.json,"Discrete Mathematics by Prof. Benny George K, Prof. Sajith Gopalan (Lec 27-43)",NPTEL,29:52,30:21,is a plus a next is a plus a plus a and last is a plus up to a and this is going to be surely ok so let us look at these numbers and ask sorry this the last sum is going to be the total number of numbers that are there in the sequence
230.json,"Discrete Mathematics by Prof. Benny George K, Prof. Sajith Gopalan (Lec 27-43)",NPTEL,30:21,31:03,is so this is a sequence of numbers numbers varying from let us say a to now let us divide so let us call these numbers as let us say b b b let me consider the remainders r r r so this is b i mod there are remainders if any of these were zero then we are done so except r
230.json,"Discrete Mathematics by Prof. Benny George K, Prof. Sajith Gopalan (Lec 27-43)",NPTEL,31:03,31:28,the last one of course is going to be divisible by or the other so let us skip the th element we will just look at the elements lets say r so these are elements if any one of them gives a zero then we have a set of bins which contain balls so
230.json,"Discrete Mathematics by Prof. Benny George K, Prof. Sajith Gopalan (Lec 27-43)",NPTEL,31:28,31:56,we can assume that none of them is zero and therefore they are numbers between to if none of them is zero then they have to to now let us ask this question is there any repetitions in them there could be repetitions but that would be the good case for us so if r i equals r j that means the b i s are increasing in order ok so
230.json,"Discrete Mathematics by Prof. Benny George K, Prof. Sajith Gopalan (Lec 27-43)",NPTEL,31:56,32:26,if r i equals r j then b i plus is equal to b j therefore if you look at the numbers or look at the bins numbered let us say i plus to j they are going to be of sum ok so now that would validate our claim so we may assume that is also not the case
230.json,"Discrete Mathematics by Prof. Benny George K, Prof. Sajith Gopalan (Lec 27-43)",NPTEL,32:26,32:51,that means all these numbers are distinct and therefore they are numbers from to now what do we do ok here is where the assumption that a is not equal to a comes handy so let us look at these numbers and we will add a into the mix and if you look at a
230.json,"Discrete Mathematics by Prof. Benny George K, Prof. Sajith Gopalan (Lec 27-43)",NPTEL,32:51,33:33,mod that should be now you have elements a itself is not because we said that no bin contains greater than or equal to more than balls if a was exactly we have one bin with exactly there should be some sum here which is exactly equal to a so if a is added there will be a repetition and that repetition without a
230.json,"Discrete Mathematics by Prof. Benny George K, Prof. Sajith Gopalan (Lec 27-43)",NPTEL,33:33,33:58,there was no repetition so that sum is going to be so that remainder is going to be a and by virtue of a not equal to a so this is not equal to b it is going to be some b j therefore b j is going to be equal to plus a since b j is equal to plus
230.json,"Discrete Mathematics by Prof. Benny George K, Prof. Sajith Gopalan (Lec 27-43)",NPTEL,33:58,34:44,a if you look at the set consisting of all elements from to j and remove the second element we will get a set which contains exactly balls so that concludes the proof and we will stop here
231.json,"Discrete Mathematics by Prof. Benny George K, Prof. Sajith Gopalan (Lec 27-43)",NPTEL,0:21,0:37,music music you in todays lecture we will look at the in todays lecture we will look at the problems involved in balls and bins the problems involved in balls and bins the problems involved in balls and bins the basic question that we are trying to basic question that we are trying to
231.json,"Discrete Mathematics by Prof. Benny George K, Prof. Sajith Gopalan (Lec 27-43)",NPTEL,0:37,0:45,basic question that we are trying to study is how to distribute n balls into study is how to distribute n balls into study is how to distribute n balls into k bins and counting the number of ways k bins and counting the number of ways k bins and counting the number of ways of doing this
231.json,"Discrete Mathematics by Prof. Benny George K, Prof. Sajith Gopalan (Lec 27-43)",NPTEL,0:45,0:53,of doing this of doing this now stated in this format its a bit now stated in this format its a bit now stated in this format its a bit under specified so we could say things under specified so we could say things under specified so we could say things like the balls are distinguishable the
231.json,"Discrete Mathematics by Prof. Benny George K, Prof. Sajith Gopalan (Lec 27-43)",NPTEL,0:53,1:01,like the balls are distinguishable the like the balls are distinguishable the bins are distinguishable or the bins bins are distinguishable or the bins bins are distinguishable or the bins need to be nonempty in you could impose need to be nonempty in you could impose need to be nonempty in you could impose lot of conditions on how the
231.json,"Discrete Mathematics by Prof. Benny George K, Prof. Sajith Gopalan (Lec 27-43)",NPTEL,1:01,1:09,lot of conditions on how the lot of conditions on how the distributions should be and we will look distributions should be and we will look distributions should be and we will look at many variants of that and that will at many variants of that and that will at many variants of that and that will give us different kind of problems so
231.json,"Discrete Mathematics by Prof. Benny George K, Prof. Sajith Gopalan (Lec 27-43)",NPTEL,1:09,1:13,give us different kind of problems so give us different kind of problems so the first type of problem that we will the first type of problem that we will the first type of problem that we will discuss is counting the number of discuss is counting the number of
231.json,"Discrete Mathematics by Prof. Benny George K, Prof. Sajith Gopalan (Lec 27-43)",NPTEL,1:13,1:32,discuss is counting the number of compositions so here what we will assume compositions so here what we will assume compositions so here what we will assume is that we have n balls which are is that we have n balls which are is that we have n balls which are indistinguishable or n identical balls
231.json,"Discrete Mathematics by Prof. Benny George K, Prof. Sajith Gopalan (Lec 27-43)",NPTEL,1:32,1:47,and there are k bins so these bins you and there are k bins so these bins you can think of them as numbered from to can think of them as numbered from to can think of them as numbered from to n there or to k and they are
231.json,"Discrete Mathematics by Prof. Benny George K, Prof. Sajith Gopalan (Lec 27-43)",NPTEL,1:47,1:56,n there or to k and they are n there or to k and they are distinguishable you can think of distinguishable you can think of distinguishable you can think of distributing identically tuffys to distributing identically tuffys to distributing identically tuffys to children being distinguishable children being distinguishable children being distinguishable you can say thats a similar problem ok
231.json,"Discrete Mathematics by Prof. Benny George K, Prof. Sajith Gopalan (Lec 27-43)",NPTEL,1:56,1:59,you can say thats a similar problem ok you can say thats a similar problem ok so how do we do this so how do we do this so how do we do this so lets there to variance of these as so lets there to variance of these as
231.json,"Discrete Mathematics by Prof. Benny George K, Prof. Sajith Gopalan (Lec 27-43)",NPTEL,1:59,2:08,so lets there to variance of these as well where in the bins could be empty well where in the bins could be empty well where in the bins could be empty and nonempty so the first problem that and nonempty so the first problem that and nonempty so the first problem that we will address is what is known as weak
231.json,"Discrete Mathematics by Prof. Benny George K, Prof. Sajith Gopalan (Lec 27-43)",NPTEL,2:08,2:21,we will address is what is known as weak we will address is what is known as weak compositions a weak composition is compositions a weak composition is compositions a weak composition is basically a split of n identical balls basically a split of n identical balls basically a split of n identical balls into k distinguishable bins and the bins
231.json,"Discrete Mathematics by Prof. Benny George K, Prof. Sajith Gopalan (Lec 27-43)",NPTEL,2:21,2:33,into k distinguishable bins and the bins into k distinguishable bins and the bins could have ba balls in that so could have ba balls in that so could have ba balls in that so basically we need to find out numbers basically we need to find out numbers basically we need to find out numbers and a a k such that a plus a
231.json,"Discrete Mathematics by Prof. Benny George K, Prof. Sajith Gopalan (Lec 27-43)",NPTEL,2:33,2:43,and a a k such that a plus a and a a k such that a plus a plus all the way up to a k is equal to n plus all the way up to a k is equal to n plus all the way up to a k is equal to n they add up to n and each ai is greater
231.json,"Discrete Mathematics by Prof. Benny George K, Prof. Sajith Gopalan (Lec 27-43)",NPTEL,2:43,2:48,they add up to n and each ai is greater they add up to n and each ai is greater than or equal to than or equal to than or equal to so the week comes from the fact that so the week comes from the fact that so the week comes from the fact that some of these areas could actually be
231.json,"Discrete Mathematics by Prof. Benny George K, Prof. Sajith Gopalan (Lec 27-43)",NPTEL,2:48,2:59,some of these areas could actually be some of these areas could actually be zero okay and if we are talking about zero okay and if we are talking about zero okay and if we are talking about compositions what we mean is we still compositions what we mean is we still
231.json,"Discrete Mathematics by Prof. Benny George K, Prof. Sajith Gopalan (Lec 27-43)",NPTEL,2:59,3:09,compositions what we mean is we still want k numbers okay positive integers want k numbers okay positive integers want k numbers okay positive integers such that they add up to n and further such that they add up to n and further such that they add up to n and further each ai is greater than zero or we can
231.json,"Discrete Mathematics by Prof. Benny George K, Prof. Sajith Gopalan (Lec 27-43)",NPTEL,3:09,3:13,each ai is greater than zero or we can each ai is greater than zero or we can say is bigger than or equal to one say is bigger than or equal to one say is bigger than or equal to one i mean every bin should be nonempty i mean every bin should be nonempty
231.json,"Discrete Mathematics by Prof. Benny George K, Prof. Sajith Gopalan (Lec 27-43)",NPTEL,3:13,3:19,i mean every bin should be nonempty there should not be any empty bin we there should not be any empty bin we there should not be any empty bin we need to look at the number of ways of need to look at the number of ways of need to look at the number of ways of counting this okay so lets first look
231.json,"Discrete Mathematics by Prof. Benny George K, Prof. Sajith Gopalan (Lec 27-43)",NPTEL,3:19,3:35,counting this okay so lets first look counting this okay so lets first look at the problem of weak compositions so at the problem of weak compositions so at the problem of weak compositions so we look at this problem the following we look at this problem the following we look at this problem the following way we have all these balls let us say n
231.json,"Discrete Mathematics by Prof. Benny George K, Prof. Sajith Gopalan (Lec 27-43)",NPTEL,3:35,3:48,way we have all these balls let us say n way we have all these balls let us say n of them and in order to split them into of them and in order to split them into of them and in order to split them into k bins we basically draw partitioning
231.json,"Discrete Mathematics by Prof. Benny George K, Prof. Sajith Gopalan (Lec 27-43)",NPTEL,3:48,3:56,k bins we basically draw partitioning k bins we basically draw partitioning walls in between them okay so if we have walls in between them okay so if we have walls in between them okay so if we have to split it into k bins k minus to split it into k bins k minus
231.json,"Discrete Mathematics by Prof. Benny George K, Prof. Sajith Gopalan (Lec 27-43)",NPTEL,3:56,4:06,to split it into k bins k minus partitioning walls are required okay partitioning walls are required okay partitioning walls are required okay and once the partitioning walls are put and once the partitioning walls are put and once the partitioning walls are put in place whatever is between the start
231.json,"Discrete Mathematics by Prof. Benny George K, Prof. Sajith Gopalan (Lec 27-43)",NPTEL,4:06,4:13,in place whatever is between the start in place whatever is between the start and the first partitioning block can be and the first partitioning block can be and the first partitioning block can be thought of as a and between the first thought of as a and between the first
231.json,"Discrete Mathematics by Prof. Benny George K, Prof. Sajith Gopalan (Lec 27-43)",NPTEL,4:13,4:20,thought of as a and between the first and second can be thought of as a the and second can be thought of as a the and second can be thought of as a the last can be seen as a k between the k last can be seen as a k between the k
231.json,"Discrete Mathematics by Prof. Benny George K, Prof. Sajith Gopalan (Lec 27-43)",NPTEL,4:20,4:25,last can be seen as a k between the k minus to towards end can be seen as a minus to towards end can be seen as a minus to towards end can be seen as a k and you can see that this is a k and you can see that this is a
231.json,"Discrete Mathematics by Prof. Benny George K, Prof. Sajith Gopalan (Lec 27-43)",NPTEL,4:25,4:32,k and you can see that this is a onetoone correspondence if you draw onetoone correspondence if you draw onetoone correspondence if you draw these balls in this particular way any these balls in this particular way any these balls in this particular way any arrangement any distribution of n balls
231.json,"Discrete Mathematics by Prof. Benny George K, Prof. Sajith Gopalan (Lec 27-43)",NPTEL,4:32,4:40,arrangement any distribution of n balls arrangement any distribution of n balls in two cables can be viewed in this in two cables can be viewed in this in two cables can be viewed in this particular format ok now so as an particular format ok now so as an
231.json,"Discrete Mathematics by Prof. Benny George K, Prof. Sajith Gopalan (Lec 27-43)",NPTEL,4:40,4:51,particular format ok now so as an example we say that there are balls and if we wanted to split it into three and if we wanted to split it into three blocks all that we have to do is to blocks all that we have to do is to
231.json,"Discrete Mathematics by Prof. Benny George K, Prof. Sajith Gopalan (Lec 27-43)",NPTEL,4:51,4:58,blocks all that we have to do is to partitioning walls ok and this gives one partitioning walls ok and this gives one partitioning walls ok and this gives one but it will a split but it will a split but it will a split okay so basically we want to count the
231.json,"Discrete Mathematics by Prof. Benny George K, Prof. Sajith Gopalan (Lec 27-43)",NPTEL,4:58,5:09,okay so basically we want to count the okay so basically we want to count the number of ways of placing partitioning number of ways of placing partitioning number of ways of placing partitioning walls when you have an arrangement of walls when you have an arrangement of walls when you have an arrangement of balls along a straight line we could
231.json,"Discrete Mathematics by Prof. Benny George K, Prof. Sajith Gopalan (Lec 27-43)",NPTEL,5:09,5:14,balls along a straight line we could balls along a straight line we could also think about the same thing in a also think about the same thing in a also think about the same thing in a slightly different manner so note that slightly different manner so note that
231.json,"Discrete Mathematics by Prof. Benny George K, Prof. Sajith Gopalan (Lec 27-43)",NPTEL,5:14,5:31,slightly different manner so note that after this partitioning walls have been after this partitioning walls have been after this partitioning walls have been placed there are precisely n plus k placed there are precisely n plus k placed there are precisely n plus k minus objects in the arrangement so
231.json,"Discrete Mathematics by Prof. Benny George K, Prof. Sajith Gopalan (Lec 27-43)",NPTEL,5:31,5:40,minus objects in the arrangement so minus objects in the arrangement so these n corresponds to balls and plus k these n corresponds to balls and plus k these n corresponds to balls and plus k minus corresponding to the minus corresponding to the minus corresponding to the partitioning walls so there are n plus k
231.json,"Discrete Mathematics by Prof. Benny George K, Prof. Sajith Gopalan (Lec 27-43)",NPTEL,5:40,5:48,partitioning walls so there are n plus k partitioning walls so there are n plus k minus objects placed along a line okay minus objects placed along a line okay minus objects placed along a line okay so we will exploit that observation to so we will exploit that observation to
