Speech_ID,VideoTitle,Chunk_ID,Chunk,completed_percentage,completion_range_percentage
1,Muniba_Mazari,1_18,This time I put it for myself. Because I wanted to feel perfect from within. And that day I decided that I'm going to live life for myself. I am not going to be that perfect person for someone. I am just going to take this moment,33.96,30-35
1,Muniba_Mazari,1_19,and I will make it perfect for myself. And you know how it all began? That day? I decided that I'm going to fight my fears. We all have fears.,35.85,35-40
1,Muniba_Mazari,1_20,"Fear of unknown, fear of known, fear of losing people, fear of losing health, money. We want to excel in career, we want to become famous. We want to get money. We are scared all the time. So I wrote down, one by one, all those fears and I decided that I'm going to overcome these fears one at a time.",37.74,35-40
1,Muniba_Mazari,1_21,Do you know what was my biggest fear? Divorce. I couldn't stand this word. I was trying to cling onto this person who didn't want me anymore. But I said no.,39.62,35-40
1,Muniba_Mazari,1_22,"I have to make it work. But the day I decided that this is nothing but my fear. I liberated myself by setting him free. And I made myself emotionally so strong that the day I got the news that he is getting married, I sent him a text that I'm so happy for you and I wish you all the best. And he knows that I pray for him today.",41.51,40-45
1,Muniba_Mazari,1_23,"You will be surprised to know another bigger fear that I had in me. It was facing people. I used to hide myself from people when I was on bed for two years. I used to keep the door closed. I used to pretend that I'm not going to meet anyone, tell them that I'm sleeping.",43.4,40-45
1,Muniba_Mazari,1_24,"You know why? Because I couldn't stand that sympathy that they had for me. They used to treat me like a patient when I used to smile. They used to look at me and say that, ""You're smiling. Are you okay?""",45.28,45-50
1,Muniba_Mazari,1_25,"I was tired of this question being asked, ""Are you sick?"" Well, a lady yesterday at the airport asked me, ""Are you sick?"" And I said, well, besides the spinal cord injury, I'm fine, I guess. But those are really cute questions. They never used to feel cute when I was on the bed.",47.17,45-50
1,Muniba_Mazari,1_26,"So I used to hide myself from people knowing that, oh, my God, I'm not going to see that sympathy in their eyes, it's all right. And today I'm here speaking to all these amazing people, because I have overcome the fear. Last but not least, the woman who made me realize that heroes have no gender. The woman who believed in me even when I was completely at the words of despair where everybody left, she was there. And every time I looked at her without saying anything, she used to look at me and said, this too shall pass.",49.06,45-50
1,Muniba_Mazari,1_27,"God has a bigger plan. And one day you will say that, oh, my God. That is why God has chosen me. She never cried in front of me. She has always said that there will be haters, there will be naysayers, there will be disbelievers, and then there will be you proving them wrong.",50.94,50-55
1,Muniba_Mazari,1_28,"My mother… whatever I am today, I'm nothing without her. I'm nothing without her. Thank you, Mama. I wish you were here. Thank you for making me who I am today.",52.83,50-55
1,Muniba_Mazari,1_29,We have this thing in mind. We call it perfection. We want everything perfect. We want ourselves to be perfect. There is this image in our head about everything.,54.72,50-55
1,Muniba_Mazari,1_30,"Perfect life, perfect relationships, perfect career, perfect amount of money that we need to earn no matter what. Nothing is perfect in this world. We all are perfectly imperfect. And that is perfectly all right. That's all right.",56.6,55-60
1,Muniba_Mazari,1_31,"We were sent here not to become the perfect people. Those people who tell you how to look perfect, even those people are imperfect. Trying to fight this fear of looking imperfect. I used to be perfect. I still remember.",58.49,55-60
1,Muniba_Mazari,1_32,"I got this compliment years ago when I used to walk. Oh, my God, look at you. You are fair. You are tall. You're perfect.",60.38,60-65
1,Muniba_Mazari,1_33,Look at me now. Audience: You're still perfect. Muniba Mazari: Only the perfect eyes can see that. Only the perfect eyes will see that.,62.26,60-65
1,Muniba_Mazari,1_34,"Only the perfect eyes will see that. So, yes, in all those imperfections, you have to listen to your heart. You don't have to look good for people. You don't have to be perfect just because other people want you to be perfect. If your soul is perfect from within, that's all right.",64.15,60-65
1,Muniba_Mazari,1_35,"This is all what you want. This is all what you need to be. Our society has made very weird, very weird kind of norms to look perfect and great. For men, it's different. For women, it's different.",66.04,65-70
1,Muniba_Mazari,1_36,We think too much about what people say. We listen to ourselves too little. You know what makes you perfect? When you make someone smile. You know what makes you perfect?,67.92,65-70
1,Muniba_Mazari,1_37,When you try to do something good for the people around you. You know what makes you perfect? When you feel someone's pain. And how beautiful pain is that it connects you with people. No other medium can connect you with others but pain.,69.81,65-70
1,Muniba_Mazari,1_38,"That's why I always say that I'm in pain. And that's a blessing in disguise for me. Every time I go in public, I always smile. It's always a big do. They smile on my face.",71.7,70-75
1,Muniba_Mazari,1_39,"And people ask me, don't you get tired of smiling all the time? What's the secret? I always say one thing that I have stopped worrying about the things that I have lost, the people that I've lost, things and people who are meant to be with me are with me. And sometimes somebody's absence make you a better person. Cherish their absence.",73.58,70-75
1,Muniba_Mazari,1_40,"It's always It's always a blessing in disguise. I always say that people are so lucky, they don't even realize. You must be thinking, okay, you're lucky. In what sense?",75.47,75-80
1,Muniba_Mazari,1_41,"Well, the breath that you just took was a blessing. Embrace it. There are so many people in the world who are dreaming to live a life that you are living right now. You have no idea. Embrace each and every breath that you are taking.",77.36,75-80
1,Muniba_Mazari,1_42,"Celebrate your life. Live it. Don't die before your death. We all die. We live this one routine of a day for 75 years, and we call it life.",79.25,75-80
1,Muniba_Mazari,1_43,"No, that's not life. If you are still thinking why you have been sent here, if you're still juggling with the concept of why you are here, you haven't lived yet. You work hard, you make money, you do it for yourself. That's not life. You go out, you seek for people who need your help.",81.13,80-85
1,Muniba_Mazari,1_44,"You make their lives better. You become that sponge which can absorb all the negativity. And you become that person who can emit beautiful, positive vibes. And when you realize that you have changed someone's life and because of you, this person didn't give up. That is the day when you live.",83.02,80-85
1,Muniba_Mazari,1_45,"Always. We were talking about gratitude. Why I smile all the time. I cry all night when nobody sees me, because I'm a human and I have to keep the balance. And I smile all day because I know that if I will smile, I can make people smile.",84.91,80-85
1,Muniba_Mazari,1_46,"That keeps me going. Be grateful for what you have, and you will always, always end up having more. But if you'll cry and if you'll crypt for the. Little things that you don't have or the things that you have lost, you will never, ever have enough. Sometimes we are too busy thinking about the things that we don't have, that we forget to cherish the blessings that we have.",86.79,85-90
1,Muniba_Mazari,1_47,"I'm not saying that I'm not healthy and that makes me unlucky. But yes, it is hard. It is hard when I say that I cannot walk. It is hard to say when I wear this bag. It hurts.",88.68,85-90
1,Muniba_Mazari,1_48,But I have to keep going. Because never giving up is the way to live. Always. So I'll end my talk on a very short note. Live your life fully.,90.57,90-95
1,Muniba_Mazari,1_49,"Accept yourself the way you are. Be kind to yourself. Be kind to yourself. I'll repeat, be kind to yourself. And only then you can be kind to others.",92.45,90-95
1,Muniba_Mazari,1_50,"Love yourself and spread that love. Life will be hard. There will be turmoils, there will be trials. But that will only make you stronger. Never give up.",94.34,90-95
1,Muniba_Mazari,1_51,The real happiness doesn't lie in money or success or fame. I have this all I never wanted this. Real happiness lies in gratitude. So be grateful. Be alive and live every moment.,96.23,95-100
1,Muniba_Mazari,1_52,"Thank you so much, everyone. Thank you.",98.11,95-100
2,RIHANNA,2_0,"So I made it to Harvard. Never thought I'd be able to say that in my life, but it feels good. Thank you, Dr. Counter, thank you to the Harvard Foundation, and thank you, Harvard University for this great honor. Thank you. I'm incredibly humbled by this, to be acknowledged at this magnitude for something that in truth I've never wanted credit for.",0.0,0-5
2,RIHANNA,2_1,"When I was five or six years old, I remember watching TV and I would see these commercials and I was watching other children suffer in other parts of the world and you know the commercials were [like], 'you can give 25 cents, save a child's life,' you know? And I would think to myself like, I wonder how many 25 cents I could save up to save all the kids in Africa. And I would say to myself you know, 'when I grow up, when I can get rich, I'mma save kids all over the world.' I just didn't know I would be in the position to do that by the time I was a teenager.",8.33,5-10
2,RIHANNA,2_2,"At 17 I started my career here in America, and by the age of 18, I started my first charity organization. I went on to team up with other organizations in the following years and met, helped, and even lost some of the most beautiful souls, from six-year-old Jasmina Anema who passed away in 2010 from leukemia, her story inspired thousands to volunteer as donors through DKMS. Fast forward to 2012 and then my grandmother, the late Clara Brathwaite, she lost her battle with cancer, which is the very reason and the driving force behind the Clara Lionel Foundation. We're all human. And we all just want a chance: a chance at life, a chance in education, a chance at a future, really.",16.67,15-20
2,RIHANNA,2_3,"And at CLF, our mission is to impact as many lives as possible, but it starts with just one. Just one. As I stare out into this beautiful room, I see optimism, I see hope, I see the future. I know that each and every one of you has the opportunity to help someone else. All you need to do is help one person, expecting nothing in return.",25.0,25-30
2,RIHANNA,2_4,"To me, that is a humanitarian. People make it seem way too hard, man. The truth is, and what I want the little girl watching those commercials to know, is you don't have to be rich to be a humanitarian. You don't have to be rich to help somebody. You don't gotta be famous.",33.33,30-35
2,RIHANNA,2_5,"You don't even have to be college-educated. I mean, I wish I was, I'm not saying you know… [Crowd laughs] Especially today. [laughs] It's true, I might come back but all right. [Crowd cheers]",41.67,40-45
2,RIHANNA,2_6,"But it starts with your neighbor, the person right next to you, the person sitting next to you in class, the kid down the block in your neighborhood, you just do whatever you can to help in any way that you can. And today I want to challenge each of you to make a commitment to help one person: one organization, one situation that touches your heart. My grandmother always used to say if you've got a dollar, there's plenty to share. Thank you ladies and gentlemen. It was my honor.",50.0,50-55
2,RIHANNA,2_7,"HARVARD STUDENT: Over her career, she has worked on several projects aimed towards bettering society. Including efforts to increase access to education globally through her Clara Lionel Foundation global scholarship program and her support for the global partnership for education and global citizen. But for this part of the night, I like to highlight some of the work she's done in the field of health and in helping to empower others in that way. Part of Rihanna's humanitarian work has been to develop a cancer diagnosis and treatment center at the Queen Elizabeth Hospital in Bridgetown Barbados. As a student of global health, the impact of such an institution is not lost on me.",58.33,55-60
2,RIHANNA,2_8,"Too often higher levels of medical care are inaccessible to the populations that need them. Allowing individuals to unnecessarily suffer from preventable or treatable conditions. In my experience studying global health issues abroad, in western Kenya for example, one of the greatest barriers to obtaining medical care was distance. Distance to the treatment centers that offered the needed care. During my time there I remember learning the story of a woman who had lost her life during labor.",66.67,65-70
2,RIHANNA,2_9,"She was being taken care of at a rural health clinic where typical labor procedures could be handled effectively, however, because of her specific complications the type of care she needed was at a larger health center which she couldn't reach in time. Fortunately, there are efforts locally and globally to tackle issues such as these and I tell this story not to single out a specific region but to highlight them for the importance of this work. In providing such valuable resources for cancer treatment in Barbados, Rihanna has worked to reduce barriers such as these to higher level medical care and the implementation of such work has reverberations throughout society. I find this quotation from Rihanna particularly telling of the humanitarian spirit displayed by such work: ""If you have the ability to help and lend a hand, no matter how big or small, you should definitely make that your responsibility"". To me, the idea that ability to help others, no matter how big or small, now becomes a responsibility is one that embodies what it means to be a humanitarian.",75.0,75-80
2,RIHANNA,2_10,"To prioritize helping fellow human beings to the extent that one can is to exemplify humanitarianism. As many of us are students and we'll be navigating life outside of this university in a few years I hope this humanitarian spirit is one that we will incorporate wherever life may take us. Thank you, Rihanna, for inspiring us to use our abilities to work, work, work and to exercise these abilities in the service of authors. Thank you. Rihanna, we thank you for your compassion.",83.33,80-85
2,RIHANNA,2_11,"Your philanthropy to help others in need and your wonderful music. On behalf of the children of Cambridge, I present you these flowers as a token of our appreciation.",91.67,90-95
3,Mr_Bean,3_0,"""My starting point when it comes to the consideration of any issue relating to free speech is my passionate belief that the second most precious thing in life is the right to express yourself freely. The most precious thing in life I think is food in your mouth and the third most precious is a roof over your head but a fixture in the Number 2 slot for me is free expression, just below the need to sustain life itself. That is because I have enjoyed free expression in this country all my professional life and expect to continue to do so, I personally highly unlikely to be arrested for whatever laws exist to contain free expression, because of the undoubtedly privileged position that is afforded to those of a high public profile. So, my concerns are less for myself and more for those more vulnerable because of their lower profile. Like the man arrested in Oxford for calling a police horse, gay.",0.0,0-5
3,Mr_Bean,3_1,"Or the teenager arrested for calling the Church of Scientology a cult. Or the café owner arrested for displaying passages from the bible on a TV screen. When I heard of some of these more ludicrous offences and charges, I remembered that I had been here before in a fictional context. I once did a show called Not the Nine O'Clock News, some years ago, and we did a sketch where Griff Rhys-Jones played Constable Savage, a manifestly racist police officer to whom I, as his station commander, is giving a dressing down for arresting a black man on a whole string of ridiculous, trumped up and ludicrous charges. The charges for which Constable Savage arrested Mr. Winston Kodogo of 55 Mercer Road were these: 'Walking on the cracks in the pavement.'",9.09,5-10
3,Mr_Bean,3_2,"'Walking in a loud shirt in a built-up area during the hours of darkness' and one of my favourites 'Walking around all over the place.' He was also arrested for 'Urinating in a public convenience' and 'Looking at me in a funny way'. Who would have thought that we would end up with a law that would allow life to imitate art so exactly. I read somewhere, a defender of the status quo claiming that the fact that the gay horse case was dropped after the arrested man refused to pay the fine and that the Scientology case was also dropped at some point during the court process was proof that the law working well, ignoring the fact that the only reason these cases were dropped was because of the publicity that they had attracted. The Police sensed that ridicule was just around the corner and withdrew their actions.",18.18,15-20
3,Mr_Bean,3_3,"But what about the thousands of other cases that did not enjoy the oxygen of publicity? That weren't quite ludicrous enough to attract media attention? Even for those actions that were withdrawn, people were arrested, questioned, taken to court and then released. That isn't a law working properly: that is censoriousness of the most intimidating kind, guaranteed to have, as Lord Dear says, a 'chilling effect' on free expression and free protest. Parliament's Joint committee on Human Rights summarized, as you may know, this whole issue very well by saying 'While arresting a protestor for using threatening or abusive speech may, depending on the circumstances, be a proportionate response, we do not think that language or behaviour that is merely insulting should ever be criminalized in this way.'",27.27,25-30
3,Mr_Bean,3_4,"The clear problem with the outlawing of insult is that too many things can be interpreted as such. Criticism is easily construed as insult by certain parties. Ridicule is easily construed as insult. Sarcasm, unfavourable comparison, merely stating an alternative point of view to the orthodoxy can be interpreted as insult. And because so many things can be interpreted as insult, it is hardly surprising that so many things have been, as the examples I talked about earlier show.",36.36,35-40
3,Mr_Bean,3_5,"Although the law under discussion has been on the statute book for over 25 years, it is indicative of a culture that has taken hold of the programmes of successive governments that, with the reasonable and well-intended ambition to contain obnoxious elements in society, has created a society of an extraordinarily authoritarian and controlling nature. It is what you might call The New Intolerance, a new but intense desire to gag uncomfortable voices of dissent. 'I am not intolerant', say many people; say many softly spoken, highly educated, liberal-minded people: 'I am only intolerant of intolerance'. And people tend to nod sagely and say 'Oh, wise words, wise words' and yet if you think about this supposedly inarguable statement for longer than five seconds, you realize that all it is advocating is the replacement of one kind of intolerance with another. Which to me doesn't represent any kind of progress at all.",45.45,45-50
3,Mr_Bean,3_6,"Underlying prejudices, injustices or resentments are not addressed by arresting people: they are addressed by the issues being aired, argued and dealt with preferably outside the legal process. For me, the best way to increase society's resistance to insulting or offensive speech is to allow a lot more of it. As with childhood diseases, you can better resist those germs to which you have been exposed. We need to build our immunity to taking offence, so that we can deal with the issues that perfectly justified criticism can raise. Our priority should be to deal with the message, not the messenger.",54.55,50-55
3,Mr_Bean,3_7,"As President Obama said in an address to the United Nations only a month or so ago: 'Llaudable efforts to restrict speech can become a tool to silence critics or oppress minorities. The strongest weapon against hateful speech is not repression, it is more speech.' And that is the essence of my thesis, more speech. If we want a robust society, we need more robust dialogue and that must include the right to insult or to offend. And as, even if, as Lord Dear says, you know, the freedom to be inoffensive is no freedom at all.",63.64,60-65
3,Mr_Bean,3_8,"The repeal of this word in this clause will be only a small step, but it will, I hope, be a critical one in what should be a longer-term project to pause and slowly rewind a creeping culture of censoriousness. It is a small skirmish in the battle, in my opinion, to deal with what Sir Salman Rushdie refers to as the 'outrage industry' – self-appointed arbiters of the public good, encouraging media-stoked outrage, to which the police feel under terrible pressure to react. A newspaper rings up Scotland Yard: 'Someone has said something slightly insulting on Twitter about someone who we think a national treasure. What are you going to do about it?' And the police panic and they scrabble around and then grasp the most inappropriate lifeline of all, Section 5 of the Public Order Act, that thing where they can arrest anybody for saying anything that might be construed by anyone else as insulting.",72.73,70-75
3,Mr_Bean,3_9,"You know, they don't seem to need a real victim, they need only to make the judgment that somebody could have been offended if they had heard or read what has been said. The most ludicrous degree of latitude. The storms that surround Twitter and Facebook comment have raised some fascinating issues about free speech, which we haven't really yet come to terms with. Firstly, that we all have to take responsibility for what we say, which is quite a good lesson to learn. But secondly, we've learnt how appallingly prickly and intolerant society has become of even the mildest adverse comment.",81.82,80-85
3,Mr_Bean,3_10,The law should not be aiding and abetting this new intolerance. Free speech can only suffer if the law prevents us from dealing with its consequences. I offer you my wholehearted support to the Reform Section 5 campaign. Thank very you.,90.91,90-95
4,Nita_Ambani,4_0,"In India, women are discriminated against even before they are born. Seven hundred thousand girls are killed in the womb and from there onwards, it's an uphill struggle for girls. What kind of an India and what kind of a world do we want for ourselves and our children? Dear Tina, my fellow co-host, the entire Women in the World team, esteemed guests, ladies and gentlemen. Thank you, Tina, for that generous introduction.",0.0,0-5
4,Nita_Ambani,4_1,"You are a true icon of women's empowerment. Your work on how women can bring about transformational change in the world is truly amazing. The Women in the World Summit surely stands out as a lighthouse for millions of women across the world. It is indeed a privilege to be here today on the same platform as some of the most accomplished women from India and from around the world. To speak after such wonderful women can sometimes be overwhelming, but let me try.",3.85,0-5
4,Nita_Ambani,4_2,"Why do I support women and what does it really mean to me? Well, it's not about me. It's about uplifting millions of women in this country. The Reliance Foundation directly impacts the lives of more than 2.2 million women in India through its initiatives in education, health, rural transformation, disaster response and sports. Why do we do this?",7.69,5-10
4,Nita_Ambani,4_3,"Is it philanthropy? Is it CSR? Of course, it's all of these, but much more. The reason I do this is because I owe a debt. A debt I will go far and deep to repay.",11.54,10-15
4,Nita_Ambani,4_4,"All I'm doing is focusing on how soon and how well I can repay this debt. Allow me to explain what I mean. I was born in a family of 11 girls and one boy, a joint family. We were proud to grow up in a house that was free of gender bias. We were fortunate to be groomed as self-reliant, educated, free-willed and disciplined children.",15.38,15-20
4,Nita_Ambani,4_5,"I was interested in dance, so I pursued it and trained in Bharatanatyam. After my graduation, I wanted to teach, so I joined the school and started working as a teacher. When I was getting married, the only precondition I had was that I would continue working even after marriage. In my story, I had access to education, healthcare and the opportunity to work. Most importantly, I could make my own choices for myself because of an environment, an outlook that encouraged and enabled me.",19.23,15-20
4,Nita_Ambani,4_6,"Unfortunately, millions of women don't have access to basic things like healthcare, water, sanitation and education. Then there are those who, despite having all these, have no access to employment. And above all, they don't have the power to make their own choices. In India, women are discriminated against even before they are born. Seven hundred thousand girls are killed in the womb and from there onwards, it's an uphill struggle for girls.",23.08,20-25
4,Nita_Ambani,4_7,"The opportunity funnel just keeps on getting narrower and narrower for them. Over one million children below the age of five are lost each year, of which three hundred thousand die on the first day of life itself. Worst, a majority of them are girls. As a mother myself, I find this very painful to accept. Girls are neglected when unwell and not given priority for medical treatment in the family as compared to boys, leading to high infant mortality rates.",26.92,25-30
4,Nita_Ambani,4_8,More than 50 percent of girls fail to enroll to schools. Large number of girls drop out of school at puberty. One of the main reasons being the lack of separate toilets for them. Nearly 45 percent of girls in India get married before the age of 18. Seventy percent of women are not part of the workforce.,30.77,30-35
4,Nita_Ambani,4_9,"All these numbers paint a grim picture. We could have been one of these statistics. This could have been you. It could have been me. Yes, my story could easily have been just like theirs.",34.62,30-35
4,Nita_Ambani,4_10,"But I got lucky. Let me explain how. First, I got lucky through a lottery called births. I was born into a family that gave equal opportunities to girls and boys. Then I won a lottery called education because my family believed in the power of education, especially for girls.",38.46,35-40
4,Nita_Ambani,4_11,"And then I met Mukesh. Mukesh encouraged and supported me to pursue my passion, be it education, dance or sports. Thus, I continued making my own decisions and my choices even after marriage. But my story could have been very different. My story could easily have been just like that of many other women in India.",42.31,40-45
4,Nita_Ambani,4_12,"And that is why I owe a debt. We all owe a debt to our sisters who are not as fortunate. We stand at a very important time in history, a time when a crucial difference can be made. In about a decade, India will have the largest number of women in any country in the world. What kind of an India and what kind of a world do we want for ourselves and our children?",46.15,45-50
4,Nita_Ambani,4_13,"A world where women lag behind is not only an unequal world, it's an unjust world. It's an unfair world. And we cannot accept a world like that. Can the world be different from what it looks like today? I believe it's quite possible.",50.0,50-55
4,Nita_Ambani,4_14,"India has a rich tradition of worshipping goddesses. We worship goddess Saraswati for knowledge, goddess Lakshmi for wealth, goddess Durga who destroys all evil. We also have a proud history of women leaders from all walks of life, from Jhansi Ki Rani to Indira Gandhi to Mother Teresa and many others. These women make us believe in a world with possibilities, a world where women have equal opportunities, a world that is better not just for women but for everyone. According to IMF, if the number of women who joined the workforce in India were to increase the level of men, India's GDP would grow by 27%.",53.85,50-55
4,Nita_Ambani,4_15,"It is clear, empowered Indian women means a stronger and a better India. My work in India's poorest villages with women have shown me that we can change the story of Indian women. Take Vajaben. Vajaben is from Netrang, one of the poorest villages in Gujarat. On our first visit to that village, we were struck by the extreme misery.",57.69,55-60
4,Nita_Ambani,4_16,"Farms lay barren, people and children were malnourished. Even a simple meal was beyond their means. Then I met Vajaben. Her father was bedridden and she was a single mother of three young children. For them, life was a real struggle.",61.54,60-65
4,Nita_Ambani,4_17,"Yet there was something different about her. In her eyes was a determination to fight her circumstances. Our foundation wanted to help and our philosophy is to enable people to help themselves. So we helped and assisted Vajaben to set up a nutrition garden. Within three months, the garden was producing more than 200 kilograms of vegetables a month.",65.38,65-70
4,Nita_Ambani,4_18,"She was now self-reliant, but she didn't stop there. Vajaben motivated other women from her village to set up similar gardens and help them also to earn an income out of it. In a male-dominated community, she rallied other women around her to transform her own village. Soon Vajaben was elected as the president of the Village Farmers Association. Today thanks to Vajaben, there are 44 nutrition gardens in Netrang.",69.23,65-70
4,Nita_Ambani,4_19,No child goes to bed hungry or is malnourished. Every child goes to an Anganwadi for their well-being and education. I would like to believe there is a Vajaben in every village in India. We need to find them and empower them. They will do the rest.,73.08,70-75
4,Nita_Ambani,4_20,"Another example that comes to my mind is Prakash Kaur from Jalandhar. She comes from the state which has the highest rates of female infanticide in India. Unwanted girls are thrown into garbage dumps, abandoned on railway tracks or river banks. Prakash started picking up these girls and gave them a home and became their mother. Today she runs a unique home where she is a mother to 70 abandoned girls.",76.92,75-80
4,Nita_Ambani,4_21,"Prakash gave these little girls a new life where their own parents wished them death. When I met her at unique home, what really touched my heart was a compassion when she told me, I have not adopted these girls. They are my real daughters. Some of these girls are well-educated teenagers today and one of them is even studying to be a doctor. True to her name, Prakash is spreading light and hope.",80.77,80-85
4,Nita_Ambani,4_22,"These stories tell us that women can make a huge difference. However, we need millions of such stories. To achieve this, we need the right mindset and the right tool set as a society and as a community. When I see people in this room and the commitment to women's empowerment, I know the future looks bright. When I look at Prakash Kaur and Vajaben and hundreds of courageous women like them, I know there is hope.",84.62,80-85
4,Nita_Ambani,4_23,"Ultimately, supporting women is all about repaying the debt I owe to my sisters. It's all about ensuring that Vajaben and Prakash Kaur are not exceptions, but they become the norm. Supporting women is neither CSR or philanthropy. It is our moral responsibility. To support an idea, an idea of a better world.",88.46,85-90
4,Nita_Ambani,4_24,A world with equal opportunities. A world where women inspire the whole of humanity. A world where women can make their own choices and a world where India is at the forefront of that change. Let us together achieve the dream of that beautiful world. It's time for action.,92.31,90-95
4,Nita_Ambani,4_25,Together let's make that dream real. Thank you.,96.15,95-100
5,Joe_Biden,5_0,"Hello, my fellow Americans and the people who brought me to dance, Delawareans. I see my buddy Senator Tom Carper down there and I think Senator Coons is there and I think the governor's around. Is that Ruth Ann? Yes, it is!",0.0,0-5
5,Joe_Biden,5_1,"And now former governor Ruth Ann Minner. Most importantly, my sisters-in-law and my sister Valerie. Anyway, folks, the people of this nation have spoken. They've delivered us a clear victory, a convincing victory, a victory for we the people. We've won with the most votes ever cast for a presidential ticket in the history of the nation, 74 million.",4.0,0-5
5,Joe_Biden,5_2,"Well, I must admit it surprised me. Tonight, we've seen all over this nation, all cities in all parts of the country, indeed across the world, an outpouring of joy, of hope, renewed faith, and tomorrow bring a better day. I'm humbled by the trust and confidence you've placed in me. I pledge to be a president who seeks not to divide but unify, who doesn't see red states and blue states, only sees the United States, and work with all my heart, with the confidence of the whole people, to win the confidence of all of you. For that is what America, I believe, is about.",8.0,5-10
5,Joe_Biden,5_3,"It's about people. And that's what our administration will be all about. I sought this office to restore the soul of America, to rebuild the backbone of this nation, the middle class, and to make America respected around the world again and to unite us here at home. It's the honor of my lifetime that so many millions of Americans have voted for that vision. Now the work of making that vision is real.",12.0,10-15
